Wavenumber,Transmission
cm^{-1},a.u.
2816.0295,0.82892
2815.0651,0.83001
2814.1007,0.83129
2813.1363,0.83228
2812.1719,0.83287
2811.2075,0.83312
2810.2431,0.83366
2809.2787,0.83475
2808.3143,0.83584
2807.3499,0.83668
2806.3855,0.83767
2805.4212,0.83885
2804.4567,0.83979
2803.4924,0.84038
2802.528,0.84093
2801.5636,0.84162
2800.5992,0.84236
2799.6348,0.8435
2798.6704,0.84483
2797.706,0.84602
2796.7416,0.84676
2795.7772,0.8473
2794.8128,0.84799
2793.8484,0.84839
2792.884,0.84834
2791.9196,0.84869
2790.9552,0.84948
2789.9909,0.85027
2789.0265,0.85106
2788.0621,0.85185
2787.0977,0.85274
2786.1333,0.85358
2785.1689,0.85432
2784.2045,0.85471
2783.2401,0.85481
2782.2757,0.85506
2781.3113,0.8559
2780.3469,0.85664
2779.3825,0.85674
2778.4181,0.85704
2777.4537,0.85788
2776.4893,0.85847
2775.5249,0.85837
2774.5606,0.85812
2773.5962,0.85842
2772.6318,0.85896
2771.6674,0.85956
